# Fiducial parameters, omega_b = 0.022222, omega_cdm = 0.12746, 100*theta_s = 1.0407, ln10^{10}A_s = 3.0418, n_s = 0.9657, tau_reio = 0.053957, Omega_Lambda = 0, Omega_m = 0, H0 = 0, sigma8 = 0
    2  992.75651  0.030811191  2.7666879  2.6748211e-07  0.0026836185  
    3  476.62834  0.02048924  1.5408977  1.3222784e-07  0.0013678888  
    4  273.52263  0.011209629  0.86624944  8.0732588e-08  0.00080824016  
    5  175.99758  0.005385114  0.49474773  5.519347e-08  0.00052344443  
    6  122.63541  0.0024353193  0.28675159  4.0342298e-08  0.00036120083  
    7  90.564595  0.0012024672  0.17001098  3.0953688e-08  0.00026111175  
    8  69.831322  0.00076624875  0.10479852  2.4542011e-08  0.00019550528  
    9  55.693775  0.00061456958  0.068779388  1.9998921e-08  0.00015051405  
   10  45.635094  0.0005397576  0.049142536  1.662122e-08  0.00011864676  
   11  38.194445  0.00048767672  0.038518772  1.3853597e-08  9.5731811e-05  
   12  32.547653  0.00045317682  0.032688392  1.1838573e-08  7.8277021e-05  
   13  28.149047  0.00043475966  0.029260948  1.0237167e-08  6.466377e-05  
   14  24.638967  0.00042662593  0.026982738  8.9478316e-09  5.4084172e-05  
   15  21.809116  0.00042302145  0.025236296  7.8961488e-09  4.5773403e-05  
   16  19.481464  0.00042134743  0.023738673  7.0278776e-09  3.9128274e-05  
   17  17.545047  0.00042144431  0.022400099  6.3024258e-09  3.3610404e-05  
   18  15.913081  0.00042370877  0.021212961  5.6879252e-09  2.9065381e-05  
   19  14.524626  0.00042777962  0.020174116  5.1633182e-09  2.5340652e-05  
   20  13.329498  0.0004330721  0.019275666  4.7071302e-09  2.2223896e-05  
   21  12.294613  0.00043910008  0.01849919  4.3068401e-09  1.960578e-05  
   22  11.392472  0.00044542941  0.017820421  3.9528328e-09  1.7390146e-05  
   23  10.600817  0.0004519756  0.017202229  3.6393955e-09  1.5504091e-05  
   24  9.9003524  0.00045868501  0.016607741  3.3600116e-09  1.3875198e-05  
   25  9.2784019  0.00046544795  0.016013966  3.1106479e-09  1.2462099e-05  
   26  8.7240225  0.00047217194  0.015404968  2.8870908e-09  1.1228099e-05  
   27  8.2265936  0.00047889928  0.014779142  2.6861875e-09  1.0148858e-05  
   28  7.776586  0.0004856958  0.014139608  2.5048441e-09  9.2012414e-06  
   29  7.3685135  0.00049258666  0.013494069  2.3411521e-09  8.3701345e-06  
   30  6.9979006  0.00049958683  0.01285137  2.1931413e-09  7.6389682e-06  
   31  6.6604056  0.00050670444  0.012219123  2.0583347e-09  6.9892174e-06  
   32  6.3522214  0.00051393022  0.0116  1.9356263e-09  6.4101853e-06  
   33  6.0696747  0.00052121806  0.010995437  1.8235986e-09  5.8913197e-06  
   34  5.8093857  0.00052856481  0.010405705  1.7209996e-09  5.4217438e-06  
   35  5.5691491  0.00053593902  0.0098264116  1.6268055e-09  4.9978403e-06  
   36  5.3470531  0.00054335221  0.0092519994  1.5402426e-09  4.6171639e-06  
   37  5.1412623  0.00055078595  0.0086781157  1.460237e-09  4.2763521e-06  
   38  4.9502461  0.00055823212  0.0081052277  1.386256e-09  3.9715121e-06  
   39  4.7725501  0.00056568265  0.0075350075  1.3178118e-09  3.6979049e-06  
   40  4.6067199  0.00057311946  0.0069691273  1.2542736e-09  3.4498305e-06  
   41  4.4514293  0.00058056475  0.0064091378  1.1949285e-09  3.2217337e-06  
   42  4.3058656  0.00058798175  0.0058561055  1.1395531e-09  3.0117343e-06  
   43  4.169344  0.00059537394  0.0053109754  1.0878482e-09  2.818683e-06  
   44  4.0411797  0.00060273482  0.0047746927  1.039468e-09  2.6411092e-06  
   45  3.920708  0.00061005811  0.0042479026  9.9410225e-10  2.477445e-06  
   46  3.8073434  0.00061734851  0.0037300502  9.5151478e-10  2.3267348e-06  
   47  3.7005203  0.00062458096  0.0032202808  9.1164368e-10  2.1880338e-06  
   48  3.5996728  0.0006317704  0.0027177396  8.7423334e-10  2.060194e-06  
