# Fiducial parameters, omega_b = 0.0221, omega_cdm = 0.12, 100*theta_s = 1.0411, tau_reio = 0.09, custom1 = 0.3, custom2 = 0.2, custom3 = 0.032826, custom4 = 4.515, custom5 = -11, sigma_NL = 7, beta_0^Euclid = 1, beta_1^Euclid = 1, Omega_Lambda = 0, Omega_m = 0, H0 = 0, sigma8 = 0
33974.159 34300.157
32403.504 32698.556
30927.045 31194.189
29538.652 29780.644
28232.528 28451.858
27003.213 27202.13
25845.58 26026.11
24754.832 24918.798
23726.485 23875.527
22756.361 22891.952
21840.569 21964.033
20975.491 21088.014
20157.766 20260.413
19384.271 19477.997
18652.108 18737.772
17958.591 18036.96
17301.223 17372.988
16677.69 16743.471
16085.845 16146.198
15523.695 15579.118
14989.39 15040.332
14481.21 14528.076
13997.56 14040.713
13536.957 13576.723
13098.021 13134.695
12679.468 12713.316
12280.103 12311.365
33792.722 34124.908
32230.847 32531.519
30762.623 31034.864
29381.956 29628.563
28083.083 28306.586
26860.574 27063.26
25709.334 25893.264
24624.592 24791.623
23601.893 23753.694
22637.082 22775.155
21726.291 21851.985
20865.925 20980.45
20052.641 20157.083
19283.336 19378.671
18555.129 18642.233
17865.349 17945.005
17211.515 17284.429
16591.326 16658.131
16002.648 16063.911
15443.499 15499.73
14912.04 14963.698
14406.562 14454.06
13925.478 13969.187
13467.314 13507.568
13030.697 13067.798
12614.353 12648.571
12217.092 12248.674
32729.677 33054.007
31217.279 31510.649
29795.535 30060.986
28458.547 28698.838
27200.739 27418.366
26016.856 26214.074
24901.968 25080.81
23851.458 24013.752
22861.015 23008.407
21926.619 22060.585
21044.525 21166.394
20211.254 20322.216
19423.571 19524.695
18678.472 18770.716
17973.17 18057.392
17305.077 17382.048
16671.794 16742.205
16071.092 16135.563
15500.906 15559.993
14959.316 15013.518
14444.543 14494.309
13954.931 14000.664
13488.946 13531.008
13045.158 13083.875
12622.239 12657.905
12218.954 12251.834
11834.153 11864.485
31277.818 31587.062
29832.815 30112.224
28474.387 28726.92
27196.907 27425.245
25995.051 26201.619
24863.805 25050.789
23798.462 23967.833
22794.615 22948.144
21848.147 21987.426
20955.221 21081.678
20112.263 20227.179
19315.948 19420.473
18563.189 18658.351
17851.117 17937.838
17177.069 17256.176
16538.575 16610.807
15933.343 15999.363
15359.244 15419.646
14814.306 14869.621
14296.694 14347.401
13804.709 13851.235
13336.77 13379.499
12891.409 12930.686
12467.262 12503.397
12063.06 12096.331
11677.622 11708.281
11309.85 11338.122
30439.367 30742.785
29033.421 29307.392
27711.682 27959.137
26468.679 26692.274
25299.236 25501.37
24198.476 24381.315
23161.823 23327.318
22184.991 22334.895
21263.979 21399.866
20395.052 20518.336
19574.737 19686.684
18799.8 18901.546
18067.239 18159.8
17374.264 17458.55
16718.285 16795.111
16096.899 16166.996
15507.876 15571.897
14949.148 15007.677
14418.794 14472.355
13915.031 13964.094
13436.204 13481.191
12980.778 13022.064
12547.322 12585.247
12134.511 12169.379
11741.11 11773.193
11365.97 11395.515
11008.022 11035.249
30346.359 30656.523
28945.07 29225.182
27627.698 27880.732
26388.787 26617.442
25223.179 25429.897
24126.015 24313
23092.734 23261.972
22119.065 22272.345
21201.021 21339.949
20334.881 20460.901
19517.184 19631.59
18744.709 18848.662
18014.463 18109.002
17323.668 17409.725
16669.742 16748.151
16050.293 16121.802
15463.097 15528.375
14906.094 14965.74
14377.37 14431.922
13875.149 13925.088
13397.782 13443.541
12943.738 12985.703
12511.594 12550.112
12100.026 12135.41
11707.806 11740.336
11333.788 11363.716
10976.907 11004.461
30028.877 30341.933
28642.594 28925.303
27339.313 27594.67
26113.639 26344.362
24960.469 25169.018
23874.996 24063.597
22852.709 23023.367
21889.385 22043.906
20981.08 21121.088
20124.116 20251.068
19315.068 19430.274
18550.752 18655.386
17828.208 17923.322
17144.688 17231.224
16497.64 16576.444
15884.697 15956.524
15303.661 15369.19
14752.494 14812.331
14229.302 14283.992
13732.331 13782.361
13259.948 13305.755
12810.639 12852.616
12382.997 12421.495
11975.714 12011.049
11587.572 11620.029
11217.44 11247.274
10864.264 10891.704
28862.588 29162.391
27530.423 27800.855
26277.986 26521.969
25100.099 25320.283
23991.861 24190.646
22948.658 23128.211
21966.16 22128.432
21040.31 21187.057
20167.321 20300.122
19343.662 19463.932
18566.044 18675.053
17831.408 17930.294
17136.913 17226.694
16479.917 16561.505
15857.971 15932.183
15268.801 15336.366
14710.294 14771.866
14180.494 14236.657
13677.58 13728.858
13199.868 13246.729
12745.788 12788.652
12313.887 12353.129
11902.811 11938.768
11511.304 11544.278
11138.197 11168.458
10782.401 10810.193
10442.903 10468.445
27593.522 27876.981
26320.173 26575.478
25122.998 25352.98
23997.05 24204.278
22937.652 23124.446
21940.398 22108.853
21001.152 21153.152
20116.041 20253.281
19281.449 19405.447
18494.001 18606.122
17750.558 17852.021
17048.197 17140.094
16384.204 16467.511
15756.055 15831.647
15161.411 15230.066
14598.097 14660.514
14064.098 14120.898
13557.541 13609.281
13076.689 13123.866
12619.929 12662.989
12185.765 12225.104
11772.805 11808.778
11379.756 11412.681
11005.417 11035.579
10648.671 10676.324
10308.477 10333.85
9983.8675 10007.165
27141.357 27423.664
25889.165 26143.345
24711.864 24940.745
23604.592 23810.737
22562.75 22748.478
21582.006 21749.411
20658.294 20809.262
19787.808 19924.032
18966.992 19089.994
18192.531 18303.673
17461.336 17561.84
16770.536 16861.496
16117.462 16199.854
15499.635 15574.333
14914.753 14982.538
14360.68 14422.249
13835.434 13891.41
13337.174 13388.115
12864.192 12910.595
12414.904 12457.212
11987.837 12026.448
11581.623 11616.892
11194.993 11227.237
10826.763 10856.267
10475.836 10502.854
10141.189 10165.948
9821.8697 9844.5751
27003.294 27290.777
25757.784 26016.681
24586.76 24819.925
23485.382 23695.407
22449.075 22638.31
21473.531 21644.095
20554.706 20708.511
19688.812 19827.58
18872.315 18997.591
18101.917 18215.087
17374.548 17476.855
16687.351 16779.908
16037.674 16121.477
15423.05 15498.99
14841.192 14910.066
14289.975 14352.494
13767.428 13824.23
13271.722 13323.374
12801.158 12848.169
12354.16 12396.985
11929.264 11968.308
11525.11 11560.738
11140.435 11172.97
10774.064 10803.798
10424.904 10452.097
10091.937 10116.823
9774.2187 9797.0069
26137.541 26414.635
24932.199 25181.46
23798.914 24023.141
22733.009 22934.739
21730.057 21911.59
20785.893 20949.305
19896.605 20043.766
19058.532 19191.125
18268.254 18387.788
17522.581 17630.412
16818.545 16915.885
16153.383 16241.318
15524.528 15604.029
14929.596 15001.53
14366.373 14431.515
13832.804 13891.846
13326.981 13380.543
12847.136 12895.768
12391.626 12435.82
11958.924 11999.121
11547.614 11584.208
11156.382 11189.722
10784.003 10814.403
10429.342 10457.083
10091.341 10116.672
9769.0149 9792.1621
9461.4489 9482.6123
24932.135 25190.402
23782.555 24014.398
22701.664 22909.777
21685.007 21871.832
20728.368 20896.114
19827.779 19978.438
18979.512 19114.876
18180.081 18301.76
17426.225 17535.662
16714.906 16813.393
16043.294 16131.987
15408.757 15488.688
14808.847 14880.939
14241.293 14306.366
13703.983 13762.772
13194.958 13248.118
12712.401 12760.513
12254.624 12298.207
11820.061 11859.577
11407.256 11443.119
11014.86 11047.435
10641.617 10671.233
10286.361 10313.309
9948.0085 9972.5491
9625.5505 9647.9155
9318.0483 9338.4449
9024.628 9043.2413
24473.57 24728.806
23345.366 23574.367
22284.562 22490.001
21286.785 21471.088
20347.899 20513.261
19464.009 19612.409
18631.46 18764.681
17846.828 17966.471
17106.917 17214.417
16408.746 16505.389
15749.538 15836.474
15126.711 15204.967
14537.864 14608.357
13980.767 14044.317
13453.351 13510.686
12953.694 13005.464
12480.011 12526.796
12030.647 12072.962
11604.065 11642.371
11198.838 11233.544
10813.641 10845.112
10447.243 10475.803
10098.5 10124.439
9766.3466 9789.9223
9449.7945 9471.2371
9147.9224 9167.4369
8859.8726 8877.6421
24330.861 24590.29
23209.497 23442.333
